ev_id,station_id,arrival_time,departure_deadline,battery_capacity_kWh,initial_soc,target_soc,max_charging_power_kW,energy_required_kWh,minimum_charging_time_h,flexibility_buffer_h,scenario
EV_42debf7e,ST019,2025-04-01 00:18:46,2025-04-01 11:26:33,52.52,59.1,81.13,11,11.57,1.05,10.08,evening_peak
EV_15199822,ST009,2025-04-01 00:20:14,2025-04-01 12:59:54,70.31,33.49,91.05,11,40.47,3.68,8.98,evening_peak
EV_3cca6295,ST011,2025-04-01 00:52:06,2025-04-01 14:38:51,77.13,42.82,94.09,11,39.55,3.6,10.18,evening_peak
EV_e2ec33ff,ST003,2025-04-01 01:16:57,2025-04-01 16:13:07,73.02,39.56,84.0,7,32.45,4.64,10.3,evening_peak
EV_027e1f3b,ST006,2025-04-01 01:20:45,2025-04-01 13:45:14,89.37,51.85,98.2,22,41.43,1.88,10.52,evening_peak
EV_f2ebd837,ST011,2025-04-01 01:48:52,2025-04-01 15:10:58,87.89,45.77,88.54,11,37.58,3.42,9.95,evening_peak
EV_bd7eb6e3,ST004,2025-04-01 01:54:30,2025-04-01 12:15:44,44.39,51.86,87.32,11,15.74,1.43,8.92,evening_peak
EV_ba33d176,ST015,2025-04-01 02:24:58,2025-04-01 15:22:34,30.63,39.19,87.6,11,14.83,1.35,11.61,evening_peak
EV_b68f69f0,ST002,2025-04-01 02:46:39,2025-04-01 12:34:41,64.03,54.39,87.0,50,20.88,0.42,9.38,evening_peak
EV_7854ccbe,ST003,2025-04-01 02:47:44,2025-04-01 20:51:48,85.65,10.76,99.25,11,75.79,6.89,11.18,evening_peak
EV_821a4aae,ST006,2025-04-01 02:48:55,2025-04-01 14:37:12,61.46,51.53,90.11,22,23.71,1.08,10.73,evening_peak
EV_80a1d711,ST006,2025-04-01 02:51:11,2025-04-01 18:42:32,52.34,29.93,94.39,7,33.74,4.82,11.04,evening_peak
EV_3c6e1123,ST013,2025-04-01 02:52:42,2025-04-01 16:19:46,61.3,21.9,87.94,22,40.48,1.84,11.61,evening_peak
EV_bba99227,ST008,2025-04-01 03:51:12,2025-04-01 14:19:47,64.93,58.08,80.4,7,14.49,2.07,8.41,evening_peak
EV_c85a3f33,ST020,2025-04-01 03:56:12,2025-04-01 15:18:56,41.43,52.78,80.48,7,11.48,1.64,9.74,evening_peak
EV_6ab95753,ST004,2025-04-01 04:08:10,2025-04-01 16:03:36,61.82,43.71,84.05,22,24.94,1.13,10.79,evening_peak
EV_1f727615,ST006,2025-04-01 04:39:23,2025-04-01 18:57:15,64.17,45.34,96.62,7,32.91,4.7,9.6,evening_peak
EV_83f24833,ST015,2025-04-01 04:40:58,2025-04-01 17:55:42,69.72,16.18,82.87,22,46.5,2.11,11.13,evening_peak
EV_523b4541,ST010,2025-04-01 04:50:37,2025-04-01 20:00:43,91.71,41.36,84.35,7,39.42,5.63,9.54,evening_peak
EV_cff9a53b,ST017,2025-04-01 05:46:42,2025-04-01 16:54:21,51.41,23.37,95.4,22,37.03,1.68,9.44,evening_peak
EV_d49e447f,ST002,2025-04-01 06:14:52,2025-04-02 00:07:00,95.92,25.58,97.27,11,68.77,6.25,11.62,evening_peak
EV_9f4fb06a,ST006,2025-04-01 06:26:02,2025-04-01 20:37:14,38.88,11.49,85.12,11,28.63,2.6,11.58,evening_peak
EV_4388fc68,ST010,2025-04-01 06:59:25,2025-04-02 01:26:30,77.26,26.78,96.9,7,54.17,7.74,10.71,evening_peak
EV_19578432,ST004,2025-04-01 07:03:19,2025-04-02 00:42:05,53.74,11.28,96.66,7,45.88,6.55,11.09,evening_peak
EV_9a64671b,ST009,2025-04-01 07:06:02,2025-04-02 00:13:31,80.1,12.37,92.05,7,63.83,9.12,8.01,evening_peak
EV_d4706ae8,ST002,2025-04-01 07:08:35,2025-04-01 21:17:02,88.81,52.39,83.81,11,27.9,2.54,11.6,evening_peak
EV_f5edc003,ST018,2025-04-01 07:22:54,2025-04-01 19:01:35,81.63,28.2,88.47,50,49.21,0.98,10.66,evening_peak
EV_2a5d28af,ST008,2025-04-01 07:36:56,2025-04-01 16:24:42,42.68,25.02,94.39,50,29.61,0.59,8.2,evening_peak
EV_385fd2da,ST015,2025-04-01 07:40:21,2025-04-01 21:10:28,59.94,14.78,84.91,11,42.04,3.82,9.68,evening_peak
EV_f17326cb,ST008,2025-04-01 07:53:24,2025-04-01 21:46:52,90.56,37.52,80.21,7,38.66,5.52,8.37,evening_peak
EV_d628b81a,ST017,2025-04-01 08:10:02,2025-04-01 21:42:07,49.31,33.55,95.54,11,30.56,2.78,10.76,evening_peak
EV_ac6c267d,ST016,2025-04-01 08:44:42,2025-04-01 20:07:44,32.51,53.67,97.91,22,14.38,0.65,10.73,evening_peak
EV_085b5b9e,ST005,2025-04-01 08:51:57,2025-04-01 21:01:28,77.41,47.91,99.12,50,39.64,0.79,11.37,evening_peak
EV_8f6938e1,ST016,2025-04-01 09:11:16,2025-04-01 23:12:08,43.87,31.63,87.21,7,24.38,3.48,10.53,evening_peak
EV_8c61b07b,ST017,2025-04-01 09:28:41,2025-04-01 22:23:31,67.17,45.02,92.14,7,31.65,4.52,8.39,evening_peak
EV_afd4517f,ST003,2025-04-01 09:30:49,2025-04-01 19:10:41,32.11,54.67,98.74,22,14.15,0.64,9.02,evening_peak
EV_df0b0131,ST009,2025-04-01 09:43:50,2025-04-01 22:45:34,74.74,15.27,86.74,22,53.42,2.43,10.6,evening_peak
EV_5d21f952,ST002,2025-04-01 10:44:21,2025-04-02 00:18:07,40.75,14.5,87.42,11,29.72,2.7,10.86,evening_peak
EV_561b6997,ST010,2025-04-01 11:22:10,2025-04-02 02:10:59,56.89,25.9,88.84,7,35.81,5.12,9.7,evening_peak
EV_ca064e9b,ST014,2025-04-01 11:25:50,2025-04-02 03:12:24,77.34,48.0,94.51,7,35.97,5.14,10.64,evening_peak
EV_252d8438,ST010,2025-04-01 11:32:09,2025-04-01 20:45:14,74.78,27.57,93.78,50,49.51,0.99,8.23,evening_peak
EV_48644bde,ST009,2025-04-01 11:44:03,2025-04-02 03:49:57,93.44,39.91,84.47,7,41.64,5.95,10.15,evening_peak
EV_25eff136,ST018,2025-04-01 11:47:30,2025-04-02 02:12:29,94.66,44.56,84.43,7,37.75,5.39,9.02,evening_peak
EV_bf52c3a1,ST010,2025-04-01 12:00:58,2025-04-01 23:48:21,91.95,24.01,91.28,50,61.85,1.24,10.55,evening_peak
EV_d5a0b208,ST003,2025-04-01 12:01:06,2025-04-02 03:43:06,89.74,31.7,84.31,7,47.21,6.74,8.96,evening_peak
EV_cbc12159,ST002,2025-04-01 12:08:57,2025-04-02 01:45:15,53.71,17.21,96.37,22,42.52,1.93,11.67,evening_peak
EV_8d878367,ST008,2025-04-01 12:10:11,2025-04-01 21:52:11,65.74,20.52,85.15,50,42.49,0.85,8.85,evening_peak
EV_2a681eec,ST007,2025-04-01 12:27:24,2025-04-02 00:08:57,32.17,40.68,93.44,50,16.97,0.34,11.35,evening_peak
EV_751d88b4,ST009,2025-04-01 12:28:34,2025-04-01 23:08:57,41.06,18.96,86.67,11,27.8,2.53,8.15,evening_peak
EV_c12b94bd,ST015,2025-04-01 13:10:06,2025-04-02 02:00:24,56.1,48.23,84.18,7,20.17,2.88,9.96,evening_peak
EV_c8df7a55,ST003,2025-04-01 13:21:35,2025-04-01 23:31:39,80.77,56.1,80.42,11,19.64,1.79,8.38,evening_peak
EV_ebb933c3,ST011,2025-04-01 13:23:49,2025-04-02 02:12:59,71.62,41.33,81.61,7,28.85,4.12,8.7,evening_peak
EV_5c2ccc27,ST015,2025-04-01 13:30:25,2025-04-02 01:48:57,49.53,47.92,84.96,22,18.34,0.83,11.48,evening_peak
EV_5e0c49d7,ST009,2025-04-01 13:32:33,2025-04-02 04:01:26,81.74,21.25,95.07,22,60.34,2.74,11.74,evening_peak
EV_bade3f9d,ST009,2025-04-01 13:38:08,2025-04-02 02:18:50,59.37,50.28,84.34,11,20.22,1.84,10.84,evening_peak
EV_a0d1f451,ST012,2025-04-01 13:41:23,2025-04-02 03:01:35,95.67,14.16,97.75,50,79.97,1.6,11.74,evening_peak
EV_dea3ade6,ST018,2025-04-01 13:48:22,2025-04-02 03:43:46,55.63,50.62,99.98,7,27.46,3.92,10.0,evening_peak
EV_289e2a2c,ST010,2025-04-01 13:49:50,2025-04-02 00:26:51,98.49,28.32,84.07,22,54.91,2.5,8.12,evening_peak
EV_6b0812ae,ST009,2025-04-01 14:02:36,2025-04-02 06:22:10,55.18,15.23,82.02,7,36.85,5.26,11.06,evening_peak
EV_bb1d9465,ST017,2025-04-01 14:12:39,2025-04-02 01:22:01,46.94,56.2,84.94,22,13.49,0.61,10.54,evening_peak
EV_bda60b94,ST009,2025-04-01 14:25:08,2025-04-02 03:12:38,57.88,50.57,99.37,11,28.25,2.57,10.22,evening_peak
EV_00919fcb,ST002,2025-04-01 14:40:55,2025-04-02 02:27:57,51.34,55.95,90.95,22,17.96,0.82,10.97,evening_peak
EV_c6334963,ST019,2025-04-01 15:27:13,2025-04-02 05:12:02,60.27,55.4,80.04,7,14.86,2.12,11.62,evening_peak
EV_ca2fda11,ST005,2025-04-01 16:17:59,2025-04-02 03:01:01,35.17,51.81,91.62,11,14.0,1.27,9.44,evening_peak
EV_3704459c,ST007,2025-04-01 16:29:13,2025-04-02 03:54:32,58.56,42.88,86.02,11,25.26,2.3,9.13,evening_peak
EV_22056789,ST001,2025-04-01 17:00:24,2025-04-02 05:43:04,36.87,47.49,85.44,7,14.0,2.0,10.71,evening_peak
EV_dc90997c,ST018,2025-04-01 17:00:54,2025-04-02 05:31:33,76.7,58.95,85.28,7,20.2,2.89,9.63,evening_peak
EV_932df15e,ST006,2025-04-01 17:00:55,2025-04-02 06:18:31,46.99,42.42,89.13,7,21.95,3.14,10.16,evening_peak
EV_e070bc6b,ST013,2025-04-01 17:00:58,2025-04-02 10:35:46,90.21,15.04,88.24,7,66.04,9.43,8.15,evening_peak
EV_4f3d9aaf,ST010,2025-04-01 17:01:18,2025-04-02 01:58:22,30.57,45.18,89.89,50,13.67,0.27,8.68,evening_peak
EV_35cd4368,ST002,2025-04-01 17:01:35,2025-04-02 07:58:01,63.6,12.97,92.57,11,50.62,4.6,10.34,evening_peak
EV_1242a097,ST006,2025-04-01 17:02:53,2025-04-02 03:50:29,44.94,34.62,99.02,11,28.94,2.63,8.16,evening_peak
EV_8f2265b7,ST014,2025-04-01 17:03:13,2025-04-02 05:37:16,78.35,20.84,93.8,50,57.17,1.14,11.42,evening_peak
EV_3a0b5963,ST007,2025-04-01 17:04:00,2025-04-02 06:40:42,54.49,15.81,85.32,11,37.87,3.44,10.17,evening_peak
EV_7e979ca9,ST002,2025-04-01 17:04:14,2025-04-02 06:04:47,87.35,26.24,86.9,11,52.98,4.82,8.19,evening_peak
EV_d87d9990,ST017,2025-04-01 17:04:21,2025-04-02 06:37:06,49.39,36.48,80.65,11,21.82,1.98,11.56,evening_peak
EV_f8b2062e,ST002,2025-04-01 17:04:40,2025-04-02 08:50:08,67.36,10.85,95.35,11,56.92,5.17,10.58,evening_peak
EV_53bb5df6,ST019,2025-04-01 17:05:13,2025-04-02 04:16:13,61.11,25.92,81.8,50,34.15,0.68,10.5,evening_peak
EV_ba5c8ae0,ST012,2025-04-01 17:05:42,2025-04-02 06:40:32,63.79,43.45,92.06,11,31.01,2.82,10.76,evening_peak
EV_0e0346ef,ST001,2025-04-01 17:05:51,2025-04-02 11:08:49,97.47,15.73,93.41,11,75.72,6.88,11.17,evening_peak
EV_a1093fc3,ST005,2025-04-01 17:07:00,2025-04-02 04:29:00,51.72,32.4,97.0,11,33.41,3.04,8.33,evening_peak
EV_2c4fb310,ST003,2025-04-01 17:07:25,2025-04-02 04:21:43,76.26,30.69,81.98,22,39.12,1.78,9.46,evening_peak
EV_5b98c597,ST020,2025-04-01 17:07:48,2025-04-02 03:59:20,61.19,39.16,84.23,11,27.57,2.51,8.35,evening_peak
EV_b02904ad,ST001,2025-04-01 17:07:55,2025-04-02 13:46:29,94.0,24.98,94.0,7,64.88,9.27,11.37,evening_peak
EV_5b49930f,ST018,2025-04-01 17:08:02,2025-04-02 05:47:52,74.07,37.93,89.48,11,38.18,3.47,9.19,evening_peak
EV_aed54637,ST016,2025-04-01 17:08:03,2025-04-02 07:23:14,83.52,28.21,80.87,11,43.98,4.0,10.25,evening_peak
EV_f6ac0d5e,ST011,2025-04-01 17:08:18,2025-04-02 03:13:07,66.54,54.56,83.68,50,19.38,0.39,9.69,evening_peak
EV_53954c42,ST018,2025-04-01 17:09:04,2025-04-02 05:47:06,54.79,32.63,86.78,11,29.66,2.7,9.94,evening_peak
EV_a8859555,ST013,2025-04-01 17:09:21,2025-04-02 07:36:07,78.57,19.9,97.72,22,61.14,2.78,11.67,evening_peak
EV_94f0f4af,ST005,2025-04-01 17:09:29,2025-04-02 04:56:01,93.18,58.52,99.61,50,38.29,0.77,11.01,evening_peak
EV_9707011c,ST004,2025-04-01 17:09:42,2025-04-02 09:55:37,70.14,17.46,98.27,7,56.68,8.1,8.67,evening_peak
EV_1282233b,ST015,2025-04-01 17:10:14,2025-04-02 08:56:15,87.52,22.76,83.03,7,52.75,7.54,8.23,evening_peak
EV_428ec278,ST020,2025-04-01 17:10:51,2025-04-02 06:02:34,52.04,47.17,82.73,11,18.5,1.68,11.18,evening_peak
EV_e078ee4c,ST019,2025-04-01 17:11:06,2025-04-02 05:26:59,67.58,50.31,86.54,7,24.48,3.5,8.77,evening_peak
EV_daafee04,ST015,2025-04-01 17:11:16,2025-04-02 10:34:00,88.09,27.99,84.72,7,49.97,7.14,10.24,evening_peak
EV_e7bc7db7,ST008,2025-04-01 17:11:28,2025-04-02 10:45:53,78.4,22.26,89.38,7,52.62,7.52,10.06,evening_peak
EV_0aeae797,ST011,2025-04-01 17:11:47,2025-04-02 08:01:12,51.69,21.18,88.03,7,34.56,4.94,9.89,evening_peak
EV_197f2804,ST006,2025-04-01 17:12:37,2025-04-02 05:56:07,74.64,55.66,90.55,7,26.04,3.72,9.0,evening_peak
EV_0c5d2d68,ST008,2025-04-01 17:12:38,2025-04-02 05:50:03,45.86,59.95,92.43,11,14.9,1.35,11.27,evening_peak
EV_6e9a21a7,ST003,2025-04-01 17:13:47,2025-04-02 08:36:54,87.7,42.44,84.56,7,36.94,5.28,10.11,evening_peak
EV_36a63e59,ST007,2025-04-01 17:13:47,2025-04-02 05:42:01,59.42,30.88,88.47,11,34.22,3.11,9.36,evening_peak
EV_05389a26,ST015,2025-04-01 17:13:57,2025-04-02 06:55:49,57.78,53.48,96.78,7,25.02,3.57,10.12,evening_peak
EV_1f9dc802,ST017,2025-04-01 17:14:18,2025-04-02 03:16:59,63.86,48.75,83.83,11,22.4,2.04,8.01,evening_peak
EV_4b105b5d,ST014,2025-04-01 17:14:27,2025-04-02 08:02:33,82.06,46.08,93.11,7,38.59,5.51,9.29,evening_peak
EV_eb9f0067,ST016,2025-04-01 17:14:41,2025-04-02 05:58:32,61.93,56.91,99.18,11,26.18,2.38,10.35,evening_peak
EV_2403b6fb,ST004,2025-04-01 17:14:51,2025-04-02 03:56:07,43.94,52.5,86.29,7,14.85,2.12,8.57,evening_peak
EV_cf45f7d6,ST004,2025-04-01 17:15:28,2025-04-02 02:37:23,32.55,50.87,83.14,22,10.5,0.48,8.89,evening_peak
EV_da26f036,ST013,2025-04-01 17:15:54,2025-04-02 03:36:42,44.52,55.75,92.85,11,16.52,1.5,8.85,evening_peak
EV_1d5075ee,ST004,2025-04-01 17:16:27,2025-04-02 06:21:40,86.74,16.18,98.28,22,71.21,3.24,9.85,evening_peak
EV_db64ef22,ST009,2025-04-01 17:16:48,2025-04-02 04:56:52,81.04,42.9,90.66,50,38.71,0.77,10.89,evening_peak
EV_b56eaad4,ST011,2025-04-01 17:16:54,2025-04-02 03:13:22,31.08,54.39,98.59,50,13.74,0.27,9.67,evening_peak
EV_1c061351,ST020,2025-04-01 17:17:02,2025-04-02 08:02:35,73.59,11.09,95.98,11,62.47,5.68,9.08,evening_peak
EV_09748c44,ST016,2025-04-01 17:18:29,2025-04-02 09:46:43,79.57,40.76,83.72,7,34.18,4.88,11.59,evening_peak
EV_1f862209,ST009,2025-04-01 17:18:30,2025-04-02 13:33:55,98.55,17.25,85.21,7,66.97,9.57,10.69,evening_peak
EV_c90b1633,ST014,2025-04-01 17:18:36,2025-04-02 04:35:49,67.63,10.27,81.5,22,48.18,2.19,9.1,evening_peak
EV_535fc7db,ST005,2025-04-01 17:18:43,2025-04-02 09:01:26,63.02,15.81,91.54,11,47.73,4.34,11.37,evening_peak
EV_ba3ed0c9,ST001,2025-04-01 17:19:00,2025-04-02 07:27:58,67.64,43.66,90.55,7,31.71,4.53,9.62,evening_peak
EV_ddb1cb6d,ST005,2025-04-01 17:19:14,2025-04-02 06:26:27,52.21,46.27,89.72,11,22.68,2.06,11.06,evening_peak
EV_9acb3daf,ST011,2025-04-01 17:19:14,2025-04-02 13:01:36,93.99,35.63,95.94,7,56.68,8.1,11.61,evening_peak
EV_d3f0ffa3,ST007,2025-04-01 17:20:42,2025-04-02 07:26:29,81.64,50.82,98.18,11,38.67,3.52,10.58,evening_peak
EV_5d04185a,ST013,2025-04-01 17:20:53,2025-04-02 03:58:45,52.38,56.06,86.7,7,16.05,2.29,8.34,evening_peak
EV_e52d3f7c,ST007,2025-04-01 17:21:44,2025-04-02 08:27:10,34.53,16.36,93.07,7,26.49,3.78,11.31,evening_peak
EV_e13ec5cf,ST008,2025-04-01 17:23:05,2025-04-02 08:55:19,75.44,46.54,97.44,7,38.4,5.49,10.05,evening_peak
EV_82939510,ST013,2025-04-01 17:24:00,2025-04-02 04:18:22,89.36,34.43,90.38,22,50.0,2.27,8.63,evening_peak
EV_e4f06731,ST002,2025-04-01 17:24:19,2025-04-02 02:09:42,37.26,41.96,100.0,50,21.62,0.43,8.32,evening_peak
EV_ae03ca8e,ST007,2025-04-01 17:25:17,2025-04-02 03:51:07,73.75,28.61,88.26,22,43.99,2.0,8.43,evening_peak
EV_28b0f383,ST019,2025-04-01 17:25:50,2025-04-02 05:33:25,36.55,30.56,81.04,7,18.45,2.64,9.49,evening_peak
EV_e0772ed5,ST001,2025-04-01 17:25:52,2025-04-02 03:44:23,88.88,38.56,88.19,22,44.11,2.0,8.3,evening_peak
EV_fcca4c75,ST008,2025-04-01 17:26:00,2025-04-02 07:24:23,75.5,16.0,90.42,22,56.19,2.55,11.42,evening_peak
EV_aeb04fa1,ST002,2025-04-01 17:26:58,2025-04-02 04:40:58,40.56,30.06,84.7,7,22.16,3.17,8.07,evening_peak
EV_edc1c21e,ST007,2025-04-01 17:28:38,2025-04-02 05:46:14,53.73,16.22,94.86,11,42.25,3.84,8.45,evening_peak
EV_1aca2c7c,ST017,2025-04-01 17:28:48,2025-04-02 12:15:40,99.94,13.95,92.47,11,78.47,7.13,11.65,evening_peak
EV_1d676589,ST009,2025-04-01 17:29:19,2025-04-02 08:28:29,36.3,20.45,96.45,7,27.59,3.94,11.04,evening_peak
EV_4b694e42,ST020,2025-04-01 17:29:32,2025-04-02 05:15:41,51.83,20.02,89.0,50,35.75,0.71,11.05,evening_peak
EV_e717bcc4,ST005,2025-04-01 17:29:35,2025-04-02 03:36:35,73.54,32.14,96.2,50,47.11,0.94,9.17,evening_peak
EV_1dd136f7,ST020,2025-04-01 17:29:53,2025-04-02 07:21:57,55.06,25.99,93.84,11,37.36,3.4,10.47,evening_peak
EV_261312ff,ST007,2025-04-01 17:30:28,2025-04-02 07:28:23,80.47,59.42,94.55,11,28.27,2.57,11.4,evening_peak
EV_00961396,ST018,2025-04-01 17:30:32,2025-04-02 05:12:38,43.65,54.95,88.52,7,14.66,2.09,9.61,evening_peak
EV_ab063981,ST005,2025-04-01 17:30:43,2025-04-02 05:03:36,85.27,34.69,88.2,22,45.62,2.07,9.47,evening_peak
EV_b5acd3a6,ST006,2025-04-01 17:30:53,2025-04-02 09:37:22,76.11,53.63,92.3,7,29.43,4.2,11.9,evening_peak
EV_f1e9b41e,ST002,2025-04-01 17:31:13,2025-04-02 06:02:25,58.39,15.72,92.66,50,44.92,0.9,11.62,evening_peak
EV_91a07c76,ST005,2025-04-01 17:31:17,2025-04-02 10:10:01,92.24,28.8,93.5,7,59.67,8.52,8.12,evening_peak
EV_0c4433cf,ST002,2025-04-01 17:31:44,2025-04-02 10:22:37,97.61,31.4,88.74,11,55.97,5.09,11.76,evening_peak
EV_6f5926fa,ST003,2025-04-01 17:32:33,2025-04-02 08:27:40,45.04,27.1,99.57,7,32.64,4.66,10.26,evening_peak
EV_3b583d8c,ST020,2025-04-01 17:32:40,2025-04-02 11:24:58,95.59,42.85,89.05,7,44.16,6.31,11.56,evening_peak
EV_ae9284d4,ST013,2025-04-01 17:32:51,2025-04-02 06:56:25,59.35,20.08,82.31,7,36.94,5.28,8.12,evening_peak
EV_ce250159,ST019,2025-04-01 17:33:14,2025-04-02 08:34:14,92.24,58.18,95.7,7,34.61,4.94,10.07,evening_peak
EV_e6d1401a,ST017,2025-04-01 17:34:03,2025-04-02 04:59:47,41.89,14.12,91.59,11,32.45,2.95,8.48,evening_peak
EV_c97f5706,ST015,2025-04-01 17:34:05,2025-04-02 05:52:15,63.08,15.93,88.09,11,45.52,4.14,8.16,evening_peak
EV_c0738a2a,ST013,2025-04-01 17:35:33,2025-04-02 04:21:53,97.38,34.16,93.43,22,57.72,2.62,8.15,evening_peak
EV_937960b9,ST015,2025-04-01 17:35:42,2025-04-02 03:47:48,56.26,43.31,93.75,22,28.38,1.29,8.91,evening_peak
EV_9e6bfc49,ST015,2025-04-01 17:35:44,2025-04-02 04:43:37,69.05,52.53,92.67,22,27.72,1.26,9.87,evening_peak
EV_c792ab15,ST019,2025-04-01 17:35:47,2025-04-02 05:22:19,31.02,39.27,99.35,7,18.64,2.66,9.11,evening_peak
EV_76e70ef8,ST009,2025-04-01 17:35:50,2025-04-02 08:23:22,64.29,47.82,84.77,7,23.75,3.39,11.4,evening_peak
